"Time (EpMin)","Strand Name","Range (km)"
905,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
910,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
915,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
920,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
925,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
930,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
935,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
940,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
945,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
950,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
955,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
960,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
965,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
970,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
975,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39947
980,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
985,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
990,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
995,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1000,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1005,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1010,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1015,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1020,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1025,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1030,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1035,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1040,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1045,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1050,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1055,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1060,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1065,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1070,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1075,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1080,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1085,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1090,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1095,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1100,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1105,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1110,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1115,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1120,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1125,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1130,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1135,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1140,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1145,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1150,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1155,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1160,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1165,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1170,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1175,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1180,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1185,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1190,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1195,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1200,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1205,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1210,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1215,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1220,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1225,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1230,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1235,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1240,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1245,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1250,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1255,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1260,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1265,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1270,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1275,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1280,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1285,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1290,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1295,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1300,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1305,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1310,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1315,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1320,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1325,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1330,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1335,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1340,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1345,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1350,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1355,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1360,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1365,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1370,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1375,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1380,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1385,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1390,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1395,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1400,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1405,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1410,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1415,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1420,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1425,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1430,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1435,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
1440,"Satellite/GEO2 To Facility/Maui_HI_AMOS",39948
12,"Satellite/GEO2 To Satellite/LEO11",45408
17,"Satellite/GEO2 To Satellite/LEO11",44644
22,"Satellite/GEO2 To Satellite/LEO11",43772
27,"Satellite/GEO2 To Satellite/LEO11",42878
32,"Satellite/GEO2 To Satellite/LEO11",42045
37,"Satellite/GEO2 To Satellite/LEO11",41348
42,"Satellite/GEO2 To Satellite/LEO11",40845
47,"Satellite/GEO2 To Satellite/LEO11",40569
52,"Satellite/GEO2 To Satellite/LEO11",40524
57,"Satellite/GEO2 To Satellite/LEO11",40689
62,"Satellite/GEO2 To Satellite/LEO11",41019
67,"Satellite/GEO2 To Satellite/LEO11",41456
72,"Satellite/GEO2 To Satellite/LEO11",41937
77,"Satellite/GEO2 To Satellite/LEO11",42405
82,"Satellite/GEO2 To Satellite/LEO11",42812
87,"Satellite/GEO2 To Satellite/LEO11",43125
92,"Satellite/GEO2 To Satellite/LEO11",43328
97,"Satellite/GEO2 To Satellite/LEO11",43420
102,"Satellite/GEO2 To Satellite/LEO11",43415
107,"Satellite/GEO2 To Satellite/LEO11",43340
112,"Satellite/GEO2 To Satellite/LEO11",43229
117,"Satellite/GEO2 To Satellite/LEO11",43117
122,"Satellite/GEO2 To Satellite/LEO11",43038
127,"Satellite/GEO2 To Satellite/LEO11",43018
132,"Satellite/GEO2 To Satellite/LEO11",43068
137,"Satellite/GEO2 To Satellite/LEO11",43188
142,"Satellite/GEO2 To Satellite/LEO11",43361
147,"Satellite/GEO2 To Satellite/LEO11",43558
152,"Satellite/GEO2 To Satellite/LEO11",43742
157,"Satellite/GEO2 To Satellite/LEO11",43874
162,"Satellite/GEO2 To Satellite/LEO11",43916
167,"Satellite/GEO2 To Satellite/LEO11",43838
172,"Satellite/GEO2 To Satellite/LEO11",43622
177,"Satellite/GEO2 To Satellite/LEO11",43264
182,"Satellite/GEO2 To Satellite/LEO11",42779
187,"Satellite/GEO2 To Satellite/LEO11",42201
192,"Satellite/GEO2 To Satellite/LEO11",41578
197,"Satellite/GEO2 To Satellite/LEO11",40974
202,"Satellite/GEO2 To Satellite/LEO11",40463
207,"Satellite/GEO2 To Satellite/LEO11",40115
212,"Satellite/GEO2 To Satellite/LEO11",39994
217,"Satellite/GEO2 To Satellite/LEO11",40139
222,"Satellite/GEO2 To Satellite/LEO11",40561
227,"Satellite/GEO2 To Satellite/LEO11",41236
232,"Satellite/GEO2 To Satellite/LEO11",42112
237,"Satellite/GEO2 To Satellite/LEO11",43109
242,"Satellite/GEO2 To Satellite/LEO11",44138
247,"Satellite/GEO2 To Satellite/LEO11",45102
249,"Satellite/GEO2 To Satellite/LEO11",45413
278,"Satellite/GEO2 To Satellite/LEO11",45415
283,"Satellite/GEO2 To Satellite/LEO11",44318
288,"Satellite/GEO2 To Satellite/LEO11",42989
293,"Satellite/GEO2 To Satellite/LEO11",41528
298,"Satellite/GEO2 To Satellite/LEO11",40061
303,"Satellite/GEO2 To Satellite/LEO11",38734
308,"Satellite/GEO2 To Satellite/LEO11",37699
313,"Satellite/GEO2 To Satellite/LEO11",37096
318,"Satellite/GEO2 To Satellite/LEO11",37019
323,"Satellite/GEO2 To Satellite/LEO11",37502
328,"Satellite/GEO2 To Satellite/LEO11",38499
333,"Satellite/GEO2 To Satellite/LEO11",39904
338,"Satellite/GEO2 To Satellite/LEO11",41568
343,"Satellite/GEO2 To Satellite/LEO11",43327
348,"Satellite/GEO2 To Satellite/LEO11",45024
349,"Satellite/GEO2 To Satellite/LEO11",45425
387,"Satellite/GEO2 To Satellite/LEO11",45425
392,"Satellite/GEO2 To Satellite/LEO11",43608
397,"Satellite/GEO2 To Satellite/LEO11",41598
402,"Satellite/GEO2 To Satellite/LEO11",39563
407,"Satellite/GEO2 To Satellite/LEO11",37700
412,"Satellite/GEO2 To Satellite/LEO11",36219
417,"Satellite/GEO2 To Satellite/LEO11",35316
422,"Satellite/GEO2 To Satellite/LEO11",35126
427,"Satellite/GEO2 To Satellite/LEO11",35688
432,"Satellite/GEO2 To Satellite/LEO11",36926
437,"Satellite/GEO2 To Satellite/LEO11",38677
442,"Satellite/GEO2 To Satellite/LEO11",40736
447,"Satellite/GEO2 To Satellite/LEO11",42890
452,"Satellite/GEO2 To Satellite/LEO11",44947
454,"Satellite/GEO2 To Satellite/LEO11",45427
494,"Satellite/GEO2 To Satellite/LEO11",45427
499,"Satellite/GEO2 To Satellite/LEO11",43409
504,"Satellite/GEO2 To Satellite/LEO11",41241
509,"Satellite/GEO2 To Satellite/LEO11",39112
514,"Satellite/GEO2 To Satellite/LEO11",37232
519,"Satellite/GEO2 To Satellite/LEO11",35817
524,"Satellite/GEO2 To Satellite/LEO11",35053
529,"Satellite/GEO2 To Satellite/LEO11",35045
534,"Satellite/GEO2 To Satellite/LEO11",35788
539,"Satellite/GEO2 To Satellite/LEO11",37168
544,"Satellite/GEO2 To Satellite/LEO11",38996
549,"Satellite/GEO2 To Satellite/LEO11",41057
554,"Satellite/GEO2 To Satellite/LEO11",43144
559,"Satellite/GEO2 To Satellite/LEO11",45078
560,"Satellite/GEO2 To Satellite/LEO11",45426
598,"Satellite/GEO2 To Satellite/LEO11",45426
603,"Satellite/GEO2 To Satellite/LEO11",43686
608,"Satellite/GEO2 To Satellite/LEO11",41838
613,"Satellite/GEO2 To Satellite/LEO11",40046
618,"Satellite/GEO2 To Satellite/LEO11",38484
623,"Satellite/GEO2 To Satellite/LEO11",37319
628,"Satellite/GEO2 To Satellite/LEO11",36680
633,"Satellite/GEO2 To Satellite/LEO11",36636
638,"Satellite/GEO2 To Satellite/LEO11",37172
643,"Satellite/GEO2 To Satellite/LEO11",38200
648,"Satellite/GEO2 To Satellite/LEO11",39578
653,"Satellite/GEO2 To Satellite/LEO11",41142
658,"Satellite/GEO2 To Satellite/LEO11",42732
663,"Satellite/GEO2 To Satellite/LEO11",44208
668,"Satellite/GEO2 To Satellite/LEO11",45418
700,"Satellite/GEO2 To Satellite/LEO11",45417
705,"Satellite/GEO2 To Satellite/LEO11",44354
710,"Satellite/GEO2 To Satellite/LEO11",43198
715,"Satellite/GEO2 To Satellite/LEO11",42054
720,"Satellite/GEO2 To Satellite/LEO11",41028
725,"Satellite/GEO2 To Satellite/LEO11",40212
730,"Satellite/GEO2 To Satellite/LEO11",39680
735,"Satellite/GEO2 To Satellite/LEO11",39466
740,"Satellite/GEO2 To Satellite/LEO11",39571
745,"Satellite/GEO2 To Satellite/LEO11",39956
750,"Satellite/GEO2 To Satellite/LEO11",40554
755,"Satellite/GEO2 To Satellite/LEO11",41283
760,"Satellite/GEO2 To Satellite/LEO11",42056
765,"Satellite/GEO2 To Satellite/LEO11",42794
770,"Satellite/GEO2 To Satellite/LEO11",43435
775,"Satellite/GEO2 To Satellite/LEO11",43932
780,"Satellite/GEO2 To Satellite/LEO11",44259
785,"Satellite/GEO2 To Satellite/LEO11",44410
790,"Satellite/GEO2 To Satellite/LEO11",44398
795,"Satellite/GEO2 To Satellite/LEO11",44249
800,"Satellite/GEO2 To Satellite/LEO11",44000
805,"Satellite/GEO2 To Satellite/LEO11",43697
810,"Satellite/GEO2 To Satellite/LEO11",43385
815,"Satellite/GEO2 To Satellite/LEO11",43106
820,"Satellite/GEO2 To Satellite/LEO11",42891
825,"Satellite/GEO2 To Satellite/LEO11",42757
830,"Satellite/GEO2 To Satellite/LEO11",42708
835,"Satellite/GEO2 To Satellite/LEO11",42730
840,"Satellite/GEO2 To Satellite/LEO11",42799
845,"Satellite/GEO2 To Satellite/LEO11",42880
850,"Satellite/GEO2 To Satellite/LEO11",42941
855,"Satellite/GEO2 To Satellite/LEO11",42947
860,"Satellite/GEO2 To Satellite/LEO11",42878
865,"Satellite/GEO2 To Satellite/LEO11",42721
870,"Satellite/GEO2 To Satellite/LEO11",42479
875,"Satellite/GEO2 To Satellite/LEO11",42171
880,"Satellite/GEO2 To Satellite/LEO11",41830
885,"Satellite/GEO2 To Satellite/LEO11",41501
890,"Satellite/GEO2 To Satellite/LEO11",41233
895,"Satellite/GEO2 To Satellite/LEO11",41078
900,"Satellite/GEO2 To Satellite/LEO11",41079
905,"Satellite/GEO2 To Satellite/LEO11",41264
910,"Satellite/GEO2 To Satellite/LEO11",41638
915,"Satellite/GEO2 To Satellite/LEO11",42183
920,"Satellite/GEO2 To Satellite/LEO11",42858
925,"Satellite/GEO2 To Satellite/LEO11",43604
930,"Satellite/GEO2 To Satellite/LEO11",44351
935,"Satellite/GEO2 To Satellite/LEO11",45025
938,"Satellite/GEO2 To Satellite/LEO11",45400
958,"Satellite/GEO2 To Satellite/LEO11",45405
963,"Satellite/GEO2 To Satellite/LEO11",44709
968,"Satellite/GEO2 To Satellite/LEO11",43768
973,"Satellite/GEO2 To Satellite/LEO11",42645
978,"Satellite/GEO2 To Satellite/LEO11",41424
983,"Satellite/GEO2 To Satellite/LEO11",40216
988,"Satellite/GEO2 To Satellite/LEO11",39145
993,"Satellite/GEO2 To Satellite/LEO11",38337
998,"Satellite/GEO2 To Satellite/LEO11",37906
1003,"Satellite/GEO2 To Satellite/LEO11",37926
1008,"Satellite/GEO2 To Satellite/LEO11",38419
1013,"Satellite/GEO2 To Satellite/LEO11",39344
1018,"Satellite/GEO2 To Satellite/LEO11",40612
1023,"Satellite/GEO2 To Satellite/LEO11",42094
1028,"Satellite/GEO2 To Satellite/LEO11",43651
1033,"Satellite/GEO2 To Satellite/LEO11",45142
1034,"Satellite/GEO2 To Satellite/LEO11",45423
1071,"Satellite/GEO2 To Satellite/LEO11",45424
1076,"Satellite/GEO2 To Satellite/LEO11",43773
1081,"Satellite/GEO2 To Satellite/LEO11",41919
1086,"Satellite/GEO2 To Satellite/LEO11",40013
1091,"Satellite/GEO2 To Satellite/LEO11",38233
1096,"Satellite/GEO2 To Satellite/LEO11",36777
1101,"Satellite/GEO2 To Satellite/LEO11",35831
1106,"Satellite/GEO2 To Satellite/LEO11",35536
1111,"Satellite/GEO2 To Satellite/LEO11",35949
1116,"Satellite/GEO2 To Satellite/LEO11",37021
1121,"Satellite/GEO2 To Satellite/LEO11",38618
1126,"Satellite/GEO2 To Satellite/LEO11",40553
1131,"Satellite/GEO2 To Satellite/LEO11",42622
1136,"Satellite/GEO2 To Satellite/LEO11",44638
1138,"Satellite/GEO2 To Satellite/LEO11",45427
1178,"Satellite/GEO2 To Satellite/LEO11",45427
1183,"Satellite/GEO2 To Satellite/LEO11",43420
1188,"Satellite/GEO2 To Satellite/LEO11",41248
1193,"Satellite/GEO2 To Satellite/LEO11",39099
1198,"Satellite/GEO2 To Satellite/LEO11",37184
1203,"Satellite/GEO2 To Satellite/LEO11",35725
1208,"Satellite/GEO2 To Satellite/LEO11",34916
1213,"Satellite/GEO2 To Satellite/LEO11",34875
1218,"Satellite/GEO2 To Satellite/LEO11",35607
1223,"Satellite/GEO2 To Satellite/LEO11",37001
1228,"Satellite/GEO2 To Satellite/LEO11",38868
1233,"Satellite/GEO2 To Satellite/LEO11",40988
1238,"Satellite/GEO2 To Satellite/LEO11",43147
1243,"Satellite/GEO2 To Satellite/LEO11",45159
1243,"Satellite/GEO2 To Satellite/LEO11",45426
1283,"Satellite/GEO2 To Satellite/LEO11",45426
1288,"Satellite/GEO2 To Satellite/LEO11",43552
1293,"Satellite/GEO2 To Satellite/LEO11",41555
1298,"Satellite/GEO2 To Satellite/LEO11",39614
1303,"Satellite/GEO2 To Satellite/LEO11",37921
1308,"Satellite/GEO2 To Satellite/LEO11",36660
1313,"Satellite/GEO2 To Satellite/LEO11",35983
1318,"Satellite/GEO2 To Satellite/LEO11",35970
1323,"Satellite/GEO2 To Satellite/LEO11",36606
1328,"Satellite/GEO2 To Satellite/LEO11",37789
1333,"Satellite/GEO2 To Satellite/LEO11",39358
1338,"Satellite/GEO2 To Satellite/LEO11",41126
1343,"Satellite/GEO2 To Satellite/LEO11",42916
1348,"Satellite/GEO2 To Satellite/LEO11",44571
1351,"Satellite/GEO2 To Satellite/LEO11",45422
1386,"Satellite/GEO2 To Satellite/LEO11",45421
1391,"Satellite/GEO2 To Satellite/LEO11",44103
1396,"Satellite/GEO2 To Satellite/LEO11",42694
1401,"Satellite/GEO2 To Satellite/LEO11",41320
1406,"Satellite/GEO2 To Satellite/LEO11",40109
1411,"Satellite/GEO2 To Satellite/LEO11",39177
1416,"Satellite/GEO2 To Satellite/LEO11",38612
1421,"Satellite/GEO2 To Satellite/LEO11",38460
1426,"Satellite/GEO2 To Satellite/LEO11",38713
1431,"Satellite/GEO2 To Satellite/LEO11",39319
1436,"Satellite/GEO2 To Satellite/LEO11",40184
1440,"Satellite/GEO2 To Satellite/LEO11",41081
0,"Satellite/GEO2 To Satellite/LEO12",44814
5,"Satellite/GEO2 To Satellite/LEO12",43811
10,"Satellite/GEO2 To Satellite/LEO12",42773
15,"Satellite/GEO2 To Satellite/LEO12",41797
20,"Satellite/GEO2 To Satellite/LEO12",40970
25,"Satellite/GEO2 To Satellite/LEO12",40366
30,"Satellite/GEO2 To Satellite/LEO12",40029
35,"Satellite/GEO2 To Satellite/LEO12",39972
40,"Satellite/GEO2 To Satellite/LEO12",40174
45,"Satellite/GEO2 To Satellite/LEO12",40587
50,"Satellite/GEO2 To Satellite/LEO12",41143
55,"Satellite/GEO2 To Satellite/LEO12",41770
60,"Satellite/GEO2 To Satellite/LEO12",42395
65,"Satellite/GEO2 To Satellite/LEO12",42957
70,"Satellite/GEO2 To Satellite/LEO12",43412
75,"Satellite/GEO2 To Satellite/LEO12",43732
80,"Satellite/GEO2 To Satellite/LEO12",43908
85,"Satellite/GEO2 To Satellite/LEO12",43947
90,"Satellite/GEO2 To Satellite/LEO12",43872
95,"Satellite/GEO2 To Satellite/LEO12",43716
100,"Satellite/GEO2 To Satellite/LEO12",43518
105,"Satellite/GEO2 To Satellite/LEO12",43317
110,"Satellite/GEO2 To Satellite/LEO12",43150
115,"Satellite/GEO2 To Satellite/LEO12",43042
120,"Satellite/GEO2 To Satellite/LEO12",43005
125,"Satellite/GEO2 To Satellite/LEO12",43038
130,"Satellite/GEO2 To Satellite/LEO12",43123
135,"Satellite/GEO2 To Satellite/LEO12",43235
140,"Satellite/GEO2 To Satellite/LEO12",43336
145,"Satellite/GEO2 To Satellite/LEO12",43393
150,"Satellite/GEO2 To Satellite/LEO12",43373
155,"Satellite/GEO2 To Satellite/LEO12",43253
160,"Satellite/GEO2 To Satellite/LEO12",43022
165,"Satellite/GEO2 To Satellite/LEO12",42685
170,"Satellite/GEO2 To Satellite/LEO12",42264
175,"Satellite/GEO2 To Satellite/LEO12",41795
180,"Satellite/GEO2 To Satellite/LEO12",41330
185,"Satellite/GEO2 To Satellite/LEO12",40928
190,"Satellite/GEO2 To Satellite/LEO12",40649
195,"Satellite/GEO2 To Satellite/LEO12",40548
200,"Satellite/GEO2 To Satellite/LEO12",40664
205,"Satellite/GEO2 To Satellite/LEO12",41011
210,"Satellite/GEO2 To Satellite/LEO12",41574
215,"Satellite/GEO2 To Satellite/LEO12",42314
220,"Satellite/GEO2 To Satellite/LEO12",43166
225,"Satellite/GEO2 To Satellite/LEO12",44054
230,"Satellite/GEO2 To Satellite/LEO12",44893
234,"Satellite/GEO2 To Satellite/LEO12",45408
259,"Satellite/GEO2 To Satellite/LEO12",45411
264,"Satellite/GEO2 To Satellite/LEO12",44501
269,"Satellite/GEO2 To Satellite/LEO12",43354
274,"Satellite/GEO2 To Satellite/LEO12",42051
279,"Satellite/GEO2 To Satellite/LEO12",40699
284,"Satellite/GEO2 To Satellite/LEO12",39426
289,"Satellite/GEO2 To Satellite/LEO12",38371
294,"Satellite/GEO2 To Satellite/LEO12",37670
299,"Satellite/GEO2 To Satellite/LEO12",37427
304,"Satellite/GEO2 To Satellite/LEO12",37696
309,"Satellite/GEO2 To Satellite/LEO12",38463
314,"Satellite/GEO2 To Satellite/LEO12",39653
319,"Satellite/GEO2 To Satellite/LEO12",41142
324,"Satellite/GEO2 To Satellite/LEO12",42781
329,"Satellite/GEO2 To Satellite/LEO12",44420
332,"Satellite/GEO2 To Satellite/LEO12",45424
370,"Satellite/GEO2 To Satellite/LEO12",45424
375,"Satellite/GEO2 To Satellite/LEO12",43687
380,"Satellite/GEO2 To Satellite/LEO12",41752
385,"Satellite/GEO2 To Satellite/LEO12",39779
390,"Satellite/GEO2 To Satellite/LEO12",37955
395,"Satellite/GEO2 To Satellite/LEO12",36484
400,"Satellite/GEO2 To Satellite/LEO12",35559
405,"Satellite/GEO2 To Satellite/LEO12",35317
410,"Satellite/GEO2 To Satellite/LEO12",35807
415,"Satellite/GEO2 To Satellite/LEO12",36966
420,"Satellite/GEO2 To Satellite/LEO12",38645
425,"Satellite/GEO2 To Satellite/LEO12",40647
430,"Satellite/GEO2 To Satellite/LEO12",42764
435,"Satellite/GEO2 To Satellite/LEO12",44804
436,"Satellite/GEO2 To Satellite/LEO12",45427
476,"Satellite/GEO2 To Satellite/LEO12",45427
481,"Satellite/GEO2 To Satellite/LEO12",43409
486,"Satellite/GEO2 To Satellite/LEO12",41233
491,"Satellite/GEO2 To Satellite/LEO12",39088
496,"Satellite/GEO2 To Satellite/LEO12",37185
501,"Satellite/GEO2 To Satellite/LEO12",35744
506,"Satellite/GEO2 To Satellite/LEO12",34956
511,"Satellite/GEO2 To Satellite/LEO12",34934
516,"Satellite/GEO2 To Satellite/LEO12",35676
521,"Satellite/GEO2 To Satellite/LEO12",37070
526,"Satellite/GEO2 To Satellite/LEO12",38925
531,"Satellite/GEO2 To Satellite/LEO12",41023
536,"Satellite/GEO2 To Satellite/LEO12",43153
541,"Satellite/GEO2 To Satellite/LEO12",45133
542,"Satellite/GEO2 To Satellite/LEO12",45426
581,"Satellite/GEO2 To Satellite/LEO12",45426
586,"Satellite/GEO2 To Satellite/LEO12",43609
591,"Satellite/GEO2 To Satellite/LEO12",41678
596,"Satellite/GEO2 To Satellite/LEO12",39805
601,"Satellite/GEO2 To Satellite/LEO12",38171
606,"Satellite/GEO2 To Satellite/LEO12",36954
611,"Satellite/GEO2 To Satellite/LEO12",36296
616,"Satellite/GEO2 To Satellite/LEO12",36270
621,"Satellite/GEO2 To Satellite/LEO12",36863
626,"Satellite/GEO2 To Satellite/LEO12",37977
631,"Satellite/GEO2 To Satellite/LEO12",39460
636,"Satellite/GEO2 To Satellite/LEO12",41135
641,"Satellite/GEO2 To Satellite/LEO12",42834
646,"Satellite/GEO2 To Satellite/LEO12",44408
650,"Satellite/GEO2 To Satellite/LEO12",45421
683,"Satellite/GEO2 To Satellite/LEO12",45420
688,"Satellite/GEO2 To Satellite/LEO12",44220
693,"Satellite/GEO2 To Satellite/LEO12",42928
698,"Satellite/GEO2 To Satellite/LEO12",41661
703,"Satellite/GEO2 To Satellite/LEO12",40537
708,"Satellite/GEO2 To Satellite/LEO12",39660
713,"Satellite/GEO2 To Satellite/LEO12",39110
718,"Satellite/GEO2 To Satellite/LEO12",38928
723,"Satellite/GEO2 To Satellite/LEO12",39111
728,"Satellite/GEO2 To Satellite/LEO12",39612
733,"Satellite/GEO2 To Satellite/LEO12",40350
738,"Satellite/GEO2 To Satellite/LEO12",41231
743,"Satellite/GEO2 To Satellite/LEO12",42155
748,"Satellite/GEO2 To Satellite/LEO12",43032
753,"Satellite/GEO2 To Satellite/LEO12",43788
758,"Satellite/GEO2 To Satellite/LEO12",44373
763,"Satellite/GEO2 To Satellite/LEO12",44754
768,"Satellite/GEO2 To Satellite/LEO12",44924
773,"Satellite/GEO2 To Satellite/LEO12",44892
778,"Satellite/GEO2 To Satellite/LEO12",44686
783,"Satellite/GEO2 To Satellite/LEO12",44347
788,"Satellite/GEO2 To Satellite/LEO12",43926
793,"Satellite/GEO2 To Satellite/LEO12",43476
